transactionID,date,currency,value,payerID,payerCountry,beneficiaryID,beneficiaryCountry,payerType,reason,payerFirstName,payerLastName,payerPostcode,payerAccountID,payerPhotoID,payerCompanyName,payerCompaniesHouseNumber,payerCreatedAt,payerRisk,payerPastYearExpectedTotal,payerPastNinetyDayExpectedTotal,payerPastNinetyDaysMinumumTransactionValue,payerAcceptablePostcodeList,beneficiaryAccountID,beneficiaryAccountIBAN,beneficiaryAccountCountry,beneficiaryFirstName,beneficiaryLastName,beneficiaryPostcode,beneficiaryCreatedAt,beneficiaryCompanyName,senderID,receiverAccountCountry
txn247111.1696170672698,2023-09-30T00:00:00.000Z,BND,54,payer1,GB,bene1,Germany,individual,,Marceline,Lucas,AB556TN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.698Z,,,,,,test-bene-acc-20-301,,Germany,,,AL96JW,,,,Germany
txn8378001.1696170672698,2023-09-30T00:00:00.000Z,BOB,5,payer1,GB,bene1,Germany,individual,,Analia,Glover,BL09TS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.698Z,,,,,,test-bene-acc-20-301,,Germany,,,B987RE,,,,Germany
txn7099437.1696170672698,2023-09-30T00:00:00.000Z,BRL,79,payer1,GB,bene1,Germany,individual,,Marceline,Bautista,BH243QU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.698Z,,,,,,test-bene-acc-20-301,,Germany,,,B713SL,,,,Germany
txn8673795.1696170672698,2023-09-30T00:00:00.000Z,BSD,15,payer1,GB,bene1,Germany,individual,,Armando,Glover,AB556TN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.698Z,,,,,,test-bene-acc-20-301,,Germany,,,BA23LG,,,,Germany
txn2718771.1696170672699,2023-09-30T00:00:00.000Z,BTC,62,payer1,GB,bene1,Germany,individual,,Samir,Bautista,AB424JB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.699Z,,,,,,test-bene-acc-20-301,,Germany,,,B987BE,,,,Germany
txn6185180.1696170672699,2023-09-30T00:00:00.000Z,BTN,60,payer1,GB,bene1,Germany,individual,,Charlee,Terrell,B913AP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.699Z,,,,,,test-bene-acc-20-301,,Germany,,,B775FQ,,,,Germany
txn7408064.1696170672699,2023-09-30T00:00:00.000Z,BWP,27,payer1,GB,bene1,Germany,individual,,Analia,Bautista,BD24JF,test-payer-aac-20-301,,,,2022-10-01T14:31:12.699Z,,,,,,test-bene-acc-20-301,,Germany,,,BA213BJ,,,,Germany
txn97412.1696170672699,2023-09-30T00:00:00.000Z,BYN,67,payer1,GB,bene1,Germany,individual,,Celia,McGee,BH243QU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.699Z,,,,,,test-bene-acc-20-301,,Germany,,,B783PR,,,,Germany
txn2335840.1696170672700,2023-09-30T00:00:00.000Z,BYR,3,payer1,GB,bene1,Germany,individual,,Rylan,Henderson,BB15SX,test-payer-aac-20-301,,,,2022-10-01T14:31:12.700Z,,,,,,test-bene-acc-20-301,,Germany,,,AB244LB,,,,Germany
txn8599177.1696170672700,2023-09-30T00:00:00.000Z,BZD,54,payer1,GB,bene1,Germany,individual,,Rylan,Glover,BD61DD,test-payer-aac-20-301,,,,2022-10-01T14:31:12.700Z,,,,,,test-bene-acc-20-301,,Germany,,,AL14AE,,,,Germany
txn7696991.1696170672700,2023-09-30T00:00:00.000Z,CAD,17,payer1,GB,bene1,Germany,individual,,Marceline,Hurst,BD19XS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.700Z,,,,,,test-bene-acc-20-301,,Germany,,,BD24JF,,,,Germany
txn8692955.1696170672700,2023-09-30T00:00:00.000Z,CDF,85,payer1,GB,bene1,Germany,individual,,Armando,Hurst,AL14AE,test-payer-aac-20-301,,,,2022-10-01T14:31:12.700Z,,,,,,test-bene-acc-20-301,,Germany,,,BA16BZ,,,,Germany
txn202771.1696170672701,2023-09-30T00:00:00.000Z,CHF,1,payer1,GB,bene1,Germany,individual,,Marceline,McGee,BD146DU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.700Z,,,,,,test-bene-acc-20-301,,Germany,,,BB23HS,,,,Germany
txn467592.1696170672701,2023-09-30T00:00:00.000Z,CLF,0,payer1,GB,bene1,Germany,individual,,Samir,Lucas,AL23NL,test-payer-aac-20-301,,,,2022-10-01T14:31:12.701Z,,,,,,test-bene-acc-20-301,,Germany,,,AL34QY,,,,Germany
txn9242138.1696170672701,2023-09-30T00:00:00.000Z,CLP,57,payer1,GB,bene1,Germany,individual,,Rylan,Terrell,BD61DD,test-payer-aac-20-301,,,,2022-10-01T14:31:12.701Z,,,,,,test-bene-acc-20-301,,Germany,,,BD74BS,,,,Germany
txn1963062.1696170672701,2023-09-30T00:00:00.000Z,CNY,13,payer1,GB,bene1,Germany,individual,,Samir,Bautista,BB74RR,test-payer-aac-20-301,,,,2022-10-01T14:31:12.701Z,,,,,,test-bene-acc-20-301,,Germany,,,BA129DG,,,,Germany
txn5066705.1696170672701,2023-09-30T00:00:00.000Z,COP,31,payer1,GB,bene1,Germany,individual,,Analia,Hurst,BN162TT,test-payer-aac-20-301,,,,2022-10-01T14:31:12.701Z,,,,,,test-bene-acc-20-301,,Germany,,,AL14AE,,,,Germany
txn2058514.1696170672702,2023-09-30T00:00:00.000Z,CRC,99,payer1,GB,bene1,Germany,individual,,Samir,Terrell,BB23HS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.701Z,,,,,,test-bene-acc-20-301,,Germany,,,BH241UX,,,,Germany
txn1105660.1696170672702,2023-09-30T00:00:00.000Z,CUC,19,payer1,GB,bene1,Germany,individual,,Marceline,Hurst,BN162PB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.702Z,,,,,,test-bene-acc-20-301,,Germany,,,BH107BD,,,,Germany
txn5696196.1696170672702,2023-09-30T00:00:00.000Z,CUP,44,payer1,GB,bene1,Germany,individual,,Antonella,Glover,BN131PN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.702Z,,,,,,test-bene-acc-20-301,,Germany,,,B775FQ,,,,Germany
txn8512980.1696170672702,2023-09-30T00:00:00.000Z,CVE,27,payer1,GB,bene1,Germany,individual,,Analia,Henderson,BB27QN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.702Z,,,,,,test-bene-acc-20-301,,Germany,,,BD146DU,,,,Germany
txn8682560.1696170672702,2023-09-30T00:00:00.000Z,CZK,19,payer1,GB,bene1,Germany,individual,,Samir,Terrell,BN162PB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.702Z,,,,,,test-bene-acc-20-301,,Germany,,,BD157EB,,,,Germany
txn6422505.1696170672703,2023-09-30T00:00:00.000Z,DJF,47,payer1,GB,bene1,Germany,individual,,Charlee,Hurst,BB23HS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.702Z,,,,,,test-bene-acc-20-301,,Germany,,,BN162PB,,,,Germany
txn5366018.1696170672703,2023-09-30T00:00:00.000Z,DKK,17,payer1,GB,bene1,Germany,individual,,Marceline,Bautista,AB425ET,test-payer-aac-20-301,,,,2022-10-01T14:31:12.703Z,,,,,,test-bene-acc-20-301,,Germany,,,BD24JF,,,,Germany
txn7766489.1696170672703,2023-09-30T00:00:00.000Z,DOP,86,payer1,GB,bene1,Germany,individual,,Charlee,Graves,B713SL,test-payer-aac-20-301,,,,2022-10-01T14:31:12.703Z,,,,,,test-bene-acc-20-301,,Germany,,,BD236AB,,,,Germany
txn3618908.1696170672703,2023-09-30T00:00:00.000Z,DZD,55,payer1,GB,bene1,Germany,individual,,Marceline,Hurst,BD236AB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.703Z,,,,,,test-bene-acc-20-301,,Germany,,,B987BE,,,,Germany
txn1174088.1696170672703,2023-09-30T00:00:00.000Z,EGP,94,payer1,GB,bene1,Germany,individual,,Charlee,Graves,AB314EP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.703Z,,,,,,test-bene-acc-20-301,,Germany,,,B783PR,,,,Germany
txn7211015.1696170672703,2023-09-30T00:00:00.000Z,ERN,57,payer1,GB,bene1,Germany,individual,,Marceline,Pugh,AB561UA,test-payer-aac-20-301,,,,2022-10-01T14:31:12.703Z,,,,,,test-bene-acc-20-301,,Germany,,,BH93EZ,,,,Germany
txn6811412.1696170672704,2023-09-30T00:00:00.000Z,ETB,46,payer1,GB,bene1,Germany,individual,,Alexandra,Lucas,B421NX,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,BN162PB,,,,Germany
txn4611145.1696170672704,2023-09-30T00:00:00.000Z,EUR,11,payer1,GB,bene1,Germany,individual,,Wilder,Glover,AL60RN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,BL64RS,,,,Germany
txn2710847.1696170672704,2023-09-30T00:00:00.000Z,FJD,5,payer1,GB,bene1,Germany,individual,,Charlee,Henderson,AB439EX,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,B147SB,,,,Germany
txn26749.1696170672704,2023-09-30T00:00:00.000Z,FKP,63,payer1,GB,bene1,Germany,individual,,Wilder,Lucas,AB327DP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,BD213QD,,,,Germany
txn1731144.1696170672704,2023-09-30T00:00:00.000Z,GBP,95,payer1,GB,bene1,Germany,individual,,Rylan,Glover,AL60RN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,AL14AE,,,,Germany
txn971741.1696170672705,2023-09-30T00:00:00.000Z,GEL,40,payer1,GB,bene1,Germany,individual,,Charlee,Terrell,BN162PB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.704Z,,,,,,test-bene-acc-20-301,,Germany,,,AB424JB,,,,Germany
txn1332227.1696170672705,2023-09-30T00:00:00.000Z,GGP,53,payer1,GB,bene1,Germany,individual,,Celia,Henderson,BB74RR,test-payer-aac-20-301,,,,2022-10-01T14:31:12.705Z,,,,,,test-bene-acc-20-301,,Germany,,,BL32EQ,,,,Germany
txn8385647.1696170672705,2023-09-30T00:00:00.000Z,GHS,54,payer1,GB,bene1,Germany,individual,,Armando,Peralta,AB244LB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.705Z,,,,,,test-bene-acc-20-301,,Germany,,,B773NW,,,,Germany
txn7152688.1696170672705,2023-09-30T00:00:00.000Z,GIP,50,payer1,GB,bene1,Germany,individual,,Rylan,Graves,B771GU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.705Z,,,,,,test-bene-acc-20-301,,Germany,,,BN125NB,,,,Germany
txn3536094.1696170672705,2023-09-30T00:00:00.000Z,GMD,37,payer1,GB,bene1,Germany,individual,,Samir,Lucas,BA17AG,test-payer-aac-20-301,,,,2022-10-01T14:31:12.705Z,,,,,,test-bene-acc-20-301,,Germany,,,BA23LG,,,,Germany
txn5522869.1696170672705,2023-09-30T00:00:00.000Z,GNF,5,payer1,GB,bene1,Germany,individual,,Rylan,McGee,BD19XS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.705Z,,,,,,test-bene-acc-20-301,,Germany,,,BL69HT,,,,Germany
txn1702452.1696170672706,2023-09-30T00:00:00.000Z,GTQ,41,payer1,GB,bene1,Germany,individual,,Rylan,Peralta,BL64RS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,B147SB,,,,Germany
txn8698089.1696170672706,2023-09-30T00:00:00.000Z,GYD,6,payer1,GB,bene1,Germany,individual,,Samir,Glover,BN159US,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,BD19XS,,,,Germany
txn2020799.1696170672706,2023-09-30T00:00:00.000Z,HKD,63,payer1,GB,bene1,Germany,individual,,Celia,Terrell,BA68LP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,AB561UA,,,,Germany
txn6188423.1696170672706,2023-09-30T00:00:00.000Z,HNL,60,payer1,GB,bene1,Germany,individual,,Antonella,Peralta,B771GU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,BL40HJ,,,,Germany
txn7367960.1696170672706,2023-09-30T00:00:00.000Z,HRK,76,payer1,GB,bene1,Germany,individual,,Antonella,Bautista,AB244LB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,BA16BZ,,,,Germany
txn6898715.1696170672707,2023-09-30T00:00:00.000Z,HTG,21,payer1,GB,bene1,Germany,individual,,Alexandra,Henderson,B421EH,test-payer-aac-20-301,,,,2022-10-01T14:31:12.706Z,,,,,,test-bene-acc-20-301,,Germany,,,BA213BJ,,,,Germany
txn4552242.1696170672707,2023-09-30T00:00:00.000Z,HUF,36,payer1,GB,bene1,Germany,individual,,Samir,Pugh,BN162TT,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BA20QF,,,,Germany
txn2148253.1696170672707,2023-09-30T00:00:00.000Z,IDR,12,payer1,GB,bene1,Germany,individual,,Charlee,Graves,BA16BZ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BH93EZ,,,,Germany
txn6171138.1696170672707,2023-09-30T00:00:00.000Z,ILS,79,payer1,GB,bene1,Germany,individual,,Alexandra,Terrell,AB439LP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BD74BS,,,,Germany
txn4016826.1696170672707,2023-09-30T00:00:00.000Z,IMP,50,payer1,GB,bene1,Germany,individual,,Alexandra,Bautista,BD62TH,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BD61DD,,,,Germany
txn562230.1696170672707,2023-09-30T00:00:00.000Z,INR,92,payer1,GB,bene1,Germany,individual,,Celia,Glover,BN162PB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BA127JB,,,,Germany
txn5921003.1696170672707,2023-09-30T00:00:00.000Z,IQD,6,payer1,GB,bene1,Germany,individual,,Antonella,Pugh,B680QD,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,AB451HE,,,,Germany
txn962092.1696170672708,2023-09-30T00:00:00.000Z,IRR,81,payer1,GB,bene1,Germany,individual,,Rylan,Glover,B713SL,test-payer-aac-20-301,,,,2022-10-01T14:31:12.707Z,,,,,,test-bene-acc-20-301,,Germany,,,BB27QN,,,,Germany
txn6767542.1696170672708,2023-09-30T00:00:00.000Z,ISK,78,payer1,GB,bene1,Germany,individual,,Marceline,Henderson,BD61DD,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,BH241UX,,,,Germany
txn2373120.1696170672708,2023-09-30T00:00:00.000Z,JEP,8,payer1,GB,bene1,Germany,individual,,Celia,Peralta,B771GU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,AB244PL,,,,Germany
txn3017610.1696170672708,2023-09-30T00:00:00.000Z,JMD,90,payer1,GB,bene1,Germany,individual,,Analia,Terrell,BB27LU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,BA134HW,,,,Germany
txn1189485.1696170672708,2023-09-30T00:00:00.000Z,JOD,33,payer1,GB,bene1,Germany,individual,,Charlee,Bautista,BN162PB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,B147SB,,,,Germany
txn2313690.1696170672708,2023-09-30T00:00:00.000Z,JPY,23,payer1,GB,bene1,Germany,individual,,Celia,McGee,BD146DU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,AB314EP,,,,Germany
txn8782491.1696170672708,2023-09-30T00:00:00.000Z,KES,73,payer1,GB,bene1,Germany,individual,,Samir,Henderson,AB244PL,test-payer-aac-20-301,,,,2022-10-01T14:31:12.708Z,,,,,,test-bene-acc-20-301,,Germany,,,B774PJ,,,,Germany
txn3179224.1696170672710,2023-09-30T00:00:00.000Z,KGS,19,payer1,GB,bene1,Germany,individual,,Rylan,Graves,BA134HW,test-payer-aac-20-301,,,,2022-10-01T14:31:12.709Z,,,,,,test-bene-acc-20-301,,Germany,,,B987RE,,,,Germany
txn1247594.1696170672710,2023-09-30T00:00:00.000Z,KHR,83,payer1,GB,bene1,Germany,individual,,Alexandra,Glover,AB244LB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.710Z,,,,,,test-bene-acc-20-301,,Germany,,,BD184QS,,,,Germany
txn217054.1696170672710,2023-09-30T00:00:00.000Z,KMF,83,payer1,GB,bene1,Germany,individual,,Antonella,Glover,B147SB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.710Z,,,,,,test-bene-acc-20-301,,Germany,,,BD62TH,,,,Germany
txn9087051.1696170672710,2023-09-30T00:00:00.000Z,KPW,65,payer1,GB,bene1,Germany,individual,,Celia,Terrell,AB425ET,test-payer-aac-20-301,,,,2022-10-01T14:31:12.710Z,,,,,,test-bene-acc-20-301,,Germany,,,BA20QF,,,,Germany
txn3156307.1696170672710,2023-09-30T00:00:00.000Z,KRW,68,payer1,GB,bene1,Germany,individual,,Rylan,Hurst,BD19XS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.710Z,,,,,,test-bene-acc-20-301,,Germany,,,B83RZ,,,,Germany
txn8605488.1696170672711,2023-09-30T00:00:00.000Z,KWD,91,payer1,GB,bene1,Germany,individual,,Celia,Graves,BA16BZ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,B775FQ,,,,Germany
txn7662898.1696170672711,2023-09-30T00:00:00.000Z,KYD,50,payer1,GB,bene1,Germany,individual,,Celia,Glover,BD146DU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,BA32FD,,,,Germany
txn4505316.1696170672711,2023-09-30T00:00:00.000Z,KZT,0,payer1,GB,bene1,Germany,individual,,Armando,Hurst,BN162QQ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,BN162PB,,,,Germany
txn9345654.1696170672711,2023-09-30T00:00:00.000Z,LAK,37,payer1,GB,bene1,Germany,individual,,Antonella,Peralta,BD236AB,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,BA16BZ,,,,Germany
txn3730615.1696170672711,2023-09-30T00:00:00.000Z,LBP,72,payer1,GB,bene1,Germany,individual,,Samir,Glover,BL64RS,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,B83RZ,,,,Germany
txn5497576.1696170672711,2023-09-30T00:00:00.000Z,LKR,77,payer1,GB,bene1,Germany,individual,,Samir,McGee,AB439LP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,AB556TN,,,,Germany
txn5641177.1696170672711,2023-09-30T00:00:00.000Z,LRD,42,payer1,GB,bene1,Germany,individual,,Analia,Lucas,AB314EP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,AB439LP,,,,Germany
txn1890929.1696170672711,2023-09-30T00:00:00.000Z,LSL,25,payer1,GB,bene1,Germany,individual,,Marceline,McGee,BA134HW,test-payer-aac-20-301,,,,2022-10-01T14:31:12.711Z,,,,,,test-bene-acc-20-301,,Germany,,,AB244PL,,,,Germany
txn5105865.1696170672712,2023-09-30T00:00:00.000Z,LTL,58,payer1,GB,bene1,Germany,individual,,Charlee,Hurst,AB244PL,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BN131PN,,,,Germany
txn7205054.1696170672712,2023-09-30T00:00:00.000Z,LVL,23,payer1,GB,bene1,Germany,individual,,Samir,McGee,BL32EQ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BL32EQ,,,,Germany
txn6969725.1696170672712,2023-09-30T00:00:00.000Z,LYD,0,payer1,GB,bene1,Germany,individual,,Samir,Henderson,B913AP,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BB23HS,,,,Germany
txn9624058.1696170672712,2023-09-30T00:00:00.000Z,MAD,55,payer1,GB,bene1,Germany,individual,,Marceline,Bautista,BH243QU,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BD213QD,,,,Germany
txn839014.1696170672712,2023-09-30T00:00:00.000Z,MDL,10,payer1,GB,bene1,Germany,individual,,Samir,Pugh,BD61DD,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BH165DP,,,,Germany
txn3297843.1696170672712,2023-09-30T00:00:00.000Z,MGA,8,payer1,GB,bene1,Germany,individual,,Analia,McGee,AB556TN,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BH165DP,,,,Germany
txn7613413.1696170672712,2023-09-30T00:00:00.000Z,MKD,93,payer1,GB,bene1,Germany,individual,,Charlee,Terrell,BA16BZ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,BB27QN,,,,Germany
txn8483666.1696170672712,2023-09-30T00:00:00.000Z,MMK,99,payer1,GB,bene1,Germany,individual,,Antonella,Hurst,BL40HJ,test-payer-aac-20-301,,,,2022-10-01T14:31:12.712Z,,,,,,test-bene-acc-20-301,,Germany,,,AB327DP,,,,Germany
